torque,max_power,km_driven,selling_price
300.0,136.0,23000,2700000
200.0,100.6,110000,800000
104.0,67.0,45000,315000
219.7,88.7,10000,1050000
259.8,126.32,35000,375000
190.24,73.97,56290,450000
190.0,74.0,120000,530000
219.7,88.73,40000,750000
259.8,126.32,120000,500000
22.4,90.0,90000,270000
16.3,68.0,187000,180000
72.0,53.3,40000,300000
90.0,67.1,150000,140000
90.0,67.0,50000,350000
154.9,121.3,55340,760000
330.0,140.0,122000,600000
108.0,79.4,70000,150000
400.0,190.0,7500,5400000
195.0,62.1,50000,600000
200.0,98.6,104000,300000
153.0,103.5,11000,645000
240.0,100.0,80000,600000
90.0,67.1,90000,210000
22.4,90.0,100000,290000
160.0,78.9,40000,700000
23.6,165.0,80000,275000
195.0,62.1,120000,450000
113.0,81.8,8500,511000
130.0,93.7,11918,625000
195.0,70.0,35000,620000
14.9,103.2,60000,400000
160.0,68.1,25000,250000
14.9,103.2,55168,370000
59.0,37.0,110000,50000
180.4,71.0,50000,500000
219.6,88.76,60000,425000
14.9,103.2,120000,260000
160.0,68.0,149000,175000
190.0,74.0,110000,590000
400.0,153.86,40000,1100000
114.0,85.8,9000,611000
195.0,62.1,35000,720000
59.0,37.0,30000,100000
111.8,78.9,100000,250000
160.0,68.0,130000,190000
115.0,82.0,14000,400000
200.0,88.76,189000,260000
20.4,102.0,219000,500000
57.0,32.8,170000,120000
94.14,68.05,10000,220000
114.7,81.83,28800,484999
180.0,75.0,150000,260000
277.5,115.0,150000,450000
99.0,68.0,15000,425000
59.0,34.2,20000,288000
96.1,62.1,85000,125000
195.0,70.0,35000,860000
160.0,70.0,70000,390000
200.0,100.6,70000,1050000
259.875,126.22,30000,650000
62.0,46.3,120000,80000
200.0,88.5,60000,720000
250.0,103.6,72000,300000
113.7,82.85,25000,380000
560.0,258.0,30000,1050000
72.0,53.3,50000,200000
90.0,67.06,80000,318000
114.0,85.8,60000,320000
215.0,99.0,40000,495000
190.0,74.0,50000,330000
190.0,74.0,61083,425000
195.0,70.0,29000,750000
11.4,80.0,23000,425000
330.0,140.0,84487,500000
150.0,57.6,70000,200000
190.0,74.0,120000,320000
130.0,91.1,35000,700000
200.0,98.6,100000,445000
113.0,81.8,3000,577000
190.0,74.0,56000,425000
360.0,171.5,98000,1390000
114.0,84.0,16000,346000
259.8,126.32,110000,335000
154.9,121.3,70000,400000
113.0,81.8,38000,500000
90.0,67.04,17000,350000
260.0,112.0,42000,350000
74.5,55.2,30000,300000
290.0,120.0,80000,550000
230.0,88.8,110000,400000
104.0,67.0,20000,275000
290.0,120.0,90000,310000
320.0,147.94,120000,900000
200.0,84.8,60000,370000
69.0,47.3,40000,245000
200.0,88.5,60000,900000
135.0,69.01,65000,221000
110.0,88.7,56494,550000
114.0,85.8,30000,450000
600.0,270.9,51000,2000000
109.0,86.8,29654,425000
59.0,37.0,50000,45000
195.0,62.1,74000,570000
114.0,82.0,63063,465000
200.0,88.5,32000,775000
90.0,67.04,32670,415000
90.0,67.05,58343,225000
146.0,118.0,50000,450000
90.0,67.04,74537,300000
115.0,83.1,10000,500000
343.0,147.51,141440,1800000
135.0,69.0,120000,175000
69.0,47.3,50000,250000
190.0,74.0,50000,520000
114.0,82.0,4337,625000
290.0,120.0,150000,500000
205.0,98.59,33360,925000
190.24,73.97,56290,450000
195.0,62.1,76000,500000
200.0,98.6,72000,560000
96.1,62.1,90000,114999
59.0,37.0,110000,31504
114.0,85.8,90000,350000
330.0,140.0,100000,700000
135.0,71.0,120000,100000
104.0,75.0,48965,415000
111.8,78.9,53000,200000
130.0,91.1,20000,750000
113.75,81.86,34152,455000
90.0,67.07,65000,225000
153.0,103.6,140000,250000
200.0,98.6,27483,600000
204.0,88.7,83000,380000
180.4,71.0,55850,455000
259.87,126.2,30000,1100000
145.0,104.68,110000,150000
170.0,67.06,146000,415000
330.0,140.0,15000,1050000
59.0,37.0,35000,75000
62.0,46.3,80000,112999
22.4,90.0,90000,350000
99.04,68.05,80000,275000
96.1,62.1,15000,184000
360.0,171.5,110000,1800000
195.0,62.1,50000,500000
140.0,70.0,175000,210000
135.0,69.0,120000,100000
130.0,93.7,80000,425000
96.1,62.1,50000,170000
330.0,140.0,75000,950000
114.0,82.0,23456,550000
104.0,75.0,40000,210000
117.0,81.86,4000,693000
200.0,98.6,80000,750000
20.4,102.0,120000,520000
132.0,88.7,70000,345000
113.0,81.8,24300,340000
350.0,138.1,25000,1630000
280.0,120.0,70000,1025000
96.1,62.1,80000,110000
114.0,85.8,40000,320000
290.0,120.0,130000,700000
113.75,81.86,27000,445000
200.0,83.8,80000,450000
400.0,190.0,7500,5400000
113.0,81.8,60000,500000
110.0,74.0,2000,635000
240.0,100.0,120000,710000
400.0,187.74,17100,3900000
59.0,37.0,32000,40000
190.0,73.9,120000,215000
209.0,91.7,200000,280000
59.0,34.2,30000,260000
62.0,46.3,58000,120000
190.0,73.9,70000,310000
204.0,90.0,60000,300000
114.73,81.86,35000,570000
200.0,88.5,50000,600000
209.0,91.72,120000,450000
115.0,82.0,110000,426000
277.5,115.0,120000,370000
150.0,57.6,50000,200000
200.0,98.6,140000,700000
320.0,138.1,291977,500000
110.0,75.0,120000,200000
90.3,62.0,80000,150000
145.0,104.68,50000,300000
90.0,67.1,40000,135000
74.5,55.2,31000,300000
62.0,46.3,102000,125000
190.0,73.9,129000,400000
259.87,126.2,35000,1150000
135.0,69.01,90000,370000
200.0,88.5,60000,869999
62.0,46.3,120000,52000
245.0,108.5,65000,880000
151.5,73.92,80000,175000
145.0,117.3,1100,1250000
190.0,74.0,50000,760000
116.0,90.0,75000,150000
24.0,110.0,120000,310000
190.0,73.9,120000,430000
59.0,37.0,40000,65000
190.0,74.0,72179,352000
170.0,67.04,200000,409999
180.4,71.0,42312,455000
200.0,100.6,69500,1151000
175.0,103.25,28080,574000
180.0,63.0,110000,650000
202.0,214.56,20000,5150000
109.0,86.7,50000,450000
23.6,165.0,50000,168000
113.0,81.8,5000,600000
259.9,126.2,52600,535000
280.0,118.3,110000,575000
96.1,62.1,120000,187000
250.0,108.62,25000,800000
259.8,126.32,66657,549000
247.0,105.0,40000,700000
172.0,130.0,120000,220000
170.0,67.04,120000,400000
320.0,138.0,34500,210000
116.0,90.0,80000,150000
111.7,78.9,123278,150000
320.0,147.94,110000,503000
113.75,81.86,20000,600000
220.0,95.0,56000,450000
90.0,67.04,60000,275000
114.0,85.8,90000,368000
62.0,46.3,60000,175000
69.0,47.3,50000,120000
400.0,190.0,44000,2600000
219.7,88.73,43000,750000
96.1,62.1,55000,180000
74.5,55.2,60000,204999
190.0,73.9,82050,650000
240.0,100.0,30000,700000
12.5,94.0,106000,114999
134.0,97.7,47000,350000
430.0,177.0,45000,3200000
200.0,88.7,80000,425000
320.0,147.94,110000,503000
74.5,55.2,70000,200000
190.0,88.7,70000,575000
200.0,98.6,110000,550000
7.8,57.5,112000,170000
115.0,83.1,30000,550000
190.0,75.0,100000,275000
195.0,62.1,50000,585000
113.0,81.8,30000,550000
113.75,81.86,65000,500000
190.0,74.0,120000,600000
72.0,53.3,9656,356000
146.0,118.0,70000,250000
110.0,88.76,20000,670000
190.0,75.0,54000,130000
200.0,88.5,64000,880000
135.0,71.0,200000,140000
153.0,103.5,11000,645000
113.0,81.8,36600,515000
250.0,103.6,100000,400000
400.0,153.86,80000,869999
78.0,60.0,40000,70000
113.0,81.8,7104,670000
90.0,67.05,30000,370000
8.6,64.0,110000,200000
277.5,115.0,160500,420000
190.0,74.0,120000,450000
213.0,157.7,68089,2000000
209.0,91.7,70000,450000
78.0,60.0,170000,58000
320.0,138.1,120000,150000
114.0,84.0,22000,400000
197.0,75.0,117000,220000
190.0,74.0,163000,470000
99.0,68.0,7800,475000
84.0,67.0,80000,100000
200.0,88.5,20000,1050000
90.0,67.1,50000,130000
200.0,88.8,100000,385000
113.75,81.86,31000,550000
110.0,88.7,54000,625000
330.0,140.0,88754,1100000
16.0,65.0,120000,150000
290.0,120.0,120000,450000
195.0,62.1,107000,400000
200.0,88.5,4500,975000
250.0,160.0,114000,700000
108.0,79.4,50000,165000
113.0,81.8,20000,700000
190.0,74.0,65000,540000
13.5,70.0,90000,150000
400.0,190.0,22000,3400000
115.0,83.1,50000,650000
114.0,84.0,30000,350000
248.0,108.5,80000,600000
114.0,85.8,80000,250000
69.0,47.3,48000,265000
400.0,190.0,8500,5500000
146.0,118.0,70000,140000
195.0,62.1,80000,525000
62.0,46.3,91500,150000
62.0,46.3,50000,70000
114.0,82.0,31080,490000
400.0,190.0,20000,3800000
135.0,70.0,15000,317000
150.0,57.6,60000,200000
72.0,53.64,22000,270000
22.4,90.0,70000,400000
90.0,67.1,52047,175000
113.7,82.85,40523,459999
20.4,102.0,285000,530000
90.0,67.05,11500,375000
215.0,99.0,45000,530000
114.0,84.0,100000,325000
190.0,74.02,40000,680000
200.0,98.6,200000,819999
259.9,126.2,72000,875000
111.7,78.9,40000,267000
200.0,88.76,100000,400000
400.0,187.74,10000,4000000
200.0,100.6,146000,990000
111.8,78.9,25000,220000
250.0,103.6,70000,325000
195.0,62.1,160000,500000
113.0,81.8,12000,500000
200.0,98.6,173000,635000
277.5,115.0,140000,400000
115.0,83.1,30000,550000
99.04,68.05,100000,300000
90.0,67.1,65000,250000
140.0,69.0,70000,280000
200.0,88.76,80000,280000
200.0,75.0,110000,540000
110.0,88.7,56494,550000
114.7,81.83,74113,271000
250.0,83.8,120000,250999
200.0,98.6,30000,500000
200.0,98.6,30000,700000
69.0,47.3,50000,300000
330.0,140.0,120000,750000
200.0,98.6,69000,421000
400.0,190.0,20000,3800000
200.0,98.6,94000,650000
400.0,153.86,15000,1085000
400.0,175.56,120000,1090000
91.0,67.0,25000,350000
280.0,120.0,70000,1100000
111.7,78.9,40000,215000
113.0,88.5,20000,700000
200.0,88.5,23712,925000
69.0,47.3,70000,160000
74.5,55.2,60000,280000
146.0,99.6,100000,229999
213.0,157.7,68089,2000000
200.0,83.8,120000,645000
114.0,85.8,50000,330000
190.0,74.0,170000,370000
108.0,79.4,60000,180000
90.0,67.04,10000,450000
62.0,46.3,25000,180000
260.0,108.5,35000,830000
94.14,68.05,80000,170000
101.0,73.0,120000,375000
190.0,74.0,80000,530000
110.0,74.0,15000,600000
12.5,94.0,120000,80000
205.0,98.96,17000,950000
113.0,81.8,75000,425000
22.4,90.0,148000,350000
111.8,78.9,40000,300000
204.0,89.75,80000,590000
200.0,83.8,40000,515000
400.0,188.0,31800,3975000
11.5,88.2,102000,215000
343.0,171.0,240000,900000
200.0,100.6,79328,750000
320.0,138.1,179150,500000
123.0,108.5,60000,250000
117.0,81.86,8000,738000
113.0,81.8,1100,700000
170.0,67.05,90000,500000
90.0,66.1,70000,170000
74.5,55.2,43700,220000
280.0,120.0,78000,450000
90.0,67.1,147000,50000
259.9,126.2,54784,900000
226.0,187.4,52000,1650000
219.7,88.7,39000,825000
94.14,68.05,65000,229999
204.0,89.84,77524,875000
160.0,68.0,70000,300000
72.0,53.64,25000,235000
114.0,85.8,53000,180000
190.0,74.0,100000,500000
190.0,74.02,19000,750000
104.0,67.05,10171,350000
115.0,83.1,7600,600000
330.0,140.0,80000,550000
180.0,63.0,95000,580000
145.0,117.3,50000,530000
205.0,98.59,50699,925000
382.0,148.31,21000,4500000
154.9,121.3,55340,760000
190.0,74.0,30000,561000
209.0,91.72,53000,350000
190.0,74.0,30000,254999
145.0,117.3,70000,500000
62.0,46.3,80000,140000
320.0,140.0,50000,1500000
135.4,70.0,43128,211000
8.6,64.0,110000,100000
160.0,68.0,100000,200000
380.0,181.0,155000,900000
343.0,171.0,205000,1250000
19.0,80.0,250000,650000
114.7,81.83,35000,430000
69.0,47.3,25000,285000
69.0,47.3,30000,250000
109.0,86.8,57000,325000
200.0,88.5,80000,720000
138.0,103.25,22000,650000
320.0,143.0,20000,3000000
200.0,88.76,110000,550000
91.0,67.0,30000,300000
91.0,67.0,30000,330000
114.0,82.0,31080,490000
62.0,46.3,80000,120000
90.0,67.1,33000,360000
343.0,168.5,120000,1888000
200.0,88.5,44000,650000
250.06,113.42,45264,580000
115.0,83.14,36000,620000
154.9,121.3,55340,760000
114.0,82.0,40000,500000
72.0,53.3,10000,375000
62.0,46.3,100000,114999
250.0,103.6,65000,300000
400.0,170.0,35000,1500000
11.5,88.2,70000,250000
72.0,53.3,10000,300000
135.0,69.01,80000,250000
190.0,73.94,90000,280000
94.14,68.05,25000,339000
74.5,55.2,15000,310000
110.0,88.7,56494,550000
90.0,67.1,35000,210000
135.4,70.0,50000,350000
7.8,57.5,152000,125000
28.3,116.6,110000,375000
113.0,81.8,40000,500000
151.0,121.3,15000,1405000
160.0,68.0,68293,285000
200.0,88.5,79991,701000
90.3,62.1,49563,160000
330.0,140.0,10000,1200000
200.0,88.5,70000,800000
20.4,102.0,300000,229999
259.87,126.2,25000,1000000
259.87,126.2,26430,1150000
430.0,177.0,9000,2711000
62.0,46.3,23000,56000
140.0,70.0,120000,225000
219.7,88.73,100000,650000
205.0,98.96,20000,950000
190.0,74.0,54723,470000
132.0,88.7,31711,375000
51.0,37.48,50000,70000
110.0,73.75,20000,550000
115.0,82.0,19700,445000
114.7,81.83,37333,730000
110.0,88.76,7032,779000
250.0,103.6,40000,350000
90.3,62.0,120000,95000
205.0,98.59,21394,950000
327.0,147.9,3600,1000000
90.0,67.05,15000,300000
400.0,190.0,42545,1075000
173.0,138.1,80000,350000
154.9,121.3,39000,750000
20.4,102.0,140000,300000
205.0,98.96,79800,550000
101.0,73.0,110000,180000
248.0,108.45,90000,320000
248.0,108.45,116000,600000
113.7,82.85,120000,300000
200.0,88.8,70000,310000
90.0,67.05,80000,200000
16.1,125.0,96000,275000
130.0,93.7,60000,500000
190.0,75.0,120000,175000
111.8,78.9,65000,300000
135.4,70.0,107500,170000
172.5,73.74,198000,500000
160.0,67.0,105358,280000
200.0,88.5,10000,980000
59.0,34.2,70000,125000
330.0,140.0,50000,1290000
101.0,73.0,70000,160000
114.0,84.0,50000,350000
146.0,118.0,90000,375000
102.0,70.0,25000,250000
20.4,102.0,242000,650000
219.7,88.73,80000,360000
114.7,81.83,40000,650000
200.0,88.5,40000,535000
132.0,88.73,25538,625000
360.0,168.5,47162,2600000
360.0,171.5,42163,1525000
59.0,37.0,70000,170000
135.4,70.0,120000,150000
104.0,67.05,65000,325000
190.0,74.0,38217,700000
110.0,88.7,35000,580000
99.04,68.05,110000,225000
222.0,177.6,50000,580000
69.0,47.3,87000,250000
113.0,81.8,50000,482000
90.3,62.0,80000,80000
170.0,67.1,90000,350000
200.0,83.8,100000,451000
24.0,110.0,110000,260000
140.0,88.7,110000,340000
205.0,87.2,234000,715000
113.0,85.0,80000,270000
213.0,157.7,68089,2000000
200.0,88.5,48500,950000
90.0,67.0,28942,300000
11.3,90.0,100000,145000
200.0,88.5,70000,800000
259.8,126.32,96000,450000
200.0,98.6,100000,450000
108.0,79.4,60000,120000
72.0,53.64,35000,260000
160.0,70.0,80000,430000
113.0,81.8,62000,411000
204.0,89.75,60000,425000
240.0,100.0,20000,800000
114.73,81.86,55838,535000
175.0,103.6,69000,675000
113.75,81.86,15000,575000
113.75,81.86,40000,509999
110.0,88.76,1000,614000
330.0,140.0,5000,1290000
219.7,88.73,80000,409999
13.5,70.0,50000,229999
430.0,177.0,9000,2711000
290.0,120.0,120000,290000
51.0,235.0,60000,2000000
151.0,121.3,25000,850000
62.0,46.3,73350,190000
200.0,75.0,80000,720000
120.0,94.68,5000,400000
170.0,67.06,80000,280000
160.0,68.0,156040,250000
195.0,70.0,40000,630000
59.0,37.0,56432,65000
59.0,34.2,70000,85000
190.0,74.0,50000,575000
113.0,81.8,7104,670000
74.5,55.2,25000,380000
190.0,74.0,70000,445000
90.0,67.1,140000,130000
104.0,67.0,19000,270000
78.0,60.0,70000,62000
222.0,177.6,40000,428000
74.5,55.2,20000,350000
190.0,74.0,35000,500000
248.0,108.45,41123,465000
130.0,91.1,25000,720000
113.7,82.85,90000,516000
116.0,90.0,50000,200000
160.0,70.0,60000,300000
190.0,74.0,20000,650000
71.0,53.0,60000,100000
135.0,71.0,130000,150000
219.6,88.76,56000,450000
90.0,66.1,65000,200000
330.0,140.0,70000,1230000
74.5,55.2,38000,244000
180.0,73.9,200000,240000
101.0,73.0,120000,315000
400.0,153.86,50000,1380000
180.0,63.0,100000,300000
16.3,68.0,155000,220000
290.0,120.0,152000,200000
248.0,108.45,15000,800000
74.5,55.2,34000,229999
330.0,140.0,66953,1500000
90.0,67.04,60000,100000
250.0,103.6,100000,350000
160.0,67.0,64000,300000
400.0,190.0,20000,3800000
111.8,78.9,59734,258000
151.0,121.3,10000,1000000
113.0,81.8,69779,600000
114.0,84.0,5000,500000
84.0,64.0,60000,90000
450.0,174.5,49000,2900000
72.0,53.3,53000,200000
69.0,47.3,60000,170000
153.0,103.5,11000,645000
113.0,81.8,100000,500000
190.0,74.0,97000,360000
150.0,57.6,110000,120000
90.0,67.1,70000,200000
114.73,81.86,40000,550000
400.0,194.0,60000,3300000
11.4,80.0,80000,315000
114.0,84.0,30000,350000
200.0,83.8,75000,484999
200.0,88.5,90000,625000
84.0,67.0,110000,90000
130.0,91.1,20000,850000
219.7,88.73,72000,585000
115.0,83.1,24000,556000
230.0,88.5,84000,300000
160.0,63.12,61585,390000
72.0,53.26,13000,390000
290.0,120.0,120000,450000
240.0,100.0,110000,220000
200.0,98.6,110000,500000
190.0,74.0,89000,470000
99.0,68.0,7000,540000
190.0,74.0,38817,740000
321.0,139.01,147279,555000
245.0,108.45,109000,520000
142.5,56.3,40000,200000
200.0,88.5,72000,685000
48.0,35.0,25000,46000
350.0,150.0,2000,2475000
200.0,88.5,50000,780000
90.3,62.0,93000,90000
153.0,103.5,90000,350000
190.0,74.0,32000,550000
200.0,98.6,50000,600000
219.7,88.73,84000,655000
11.4,80.0,50000,300000
20.4,102.0,168000,750000
113.0,81.8,69779,600000
219.7,88.7,40000,710000
200.0,84.8,90000,580000
190.0,73.9,110000,320000
219.6,88.76,90000,360000
205.0,98.96,40000,710000
170.0,67.05,120000,235000
135.0,71.0,164000,150000
91.0,67.0,20000,375000
90.0,67.05,24000,300000
200.0,110.0,16500,1090000
13.5,70.0,20000,100000
91.0,67.0,1300,350000
146.25,56.95,57000,195000
85.0,61.7,60000,400000
240.0,100.0,110000,509999
200.0,83.8,250000,475000
190.0,74.0,60000,470000
90.0,67.1,90000,200000
115.0,83.1,50000,650000
190.0,74.0,90000,400000
114.0,84.0,25000,450000
153.0,103.6,73840,227000
250.0,108.5,140000,270000
259.9,126.2,25000,1200000
111.7,78.9,60000,200000
113.0,81.8,32000,500000
259.9,126.2,50000,1000000
190.0,74.0,90000,325000
219.6,88.76,80000,370000
101.0,73.0,14100,440000
219.7,88.73,10000,650000
145.0,117.3,117500,630000
190.0,74.0,140000,300000
59.0,37.0,35000,45000
195.0,62.1,80000,600000
190.0,74.0,80000,600000
240.0,100.0,11500,819999
200.0,88.8,120000,265000
142.0,104.5,30000,900000
190.0,74.0,68000,650000
114.0,82.0,128000,400000
115.0,83.14,40000,595000
170.0,67.05,80000,375000
200.0,100.0,99000,700000
132.0,88.73,110000,300000
200.0,100.6,140000,1200000
113.75,81.86,50000,500000
400.0,178.0,160000,1250000
90.0,66.1,66000,165000
62.0,46.3,120000,125000
69.0,47.3,40000,300000
177.5,147.5,49900,805000
124.0,99.6,100000,250000
190.0,74.0,70000,735000
113.0,81.8,69779,600000
113.75,81.86,32000,580000
69.0,47.3,50000,240000
219.7,88.7,130000,900000
96.1,62.1,90000,155000
190.0,75.0,200000,250000
146.0,99.6,90000,256000
113.0,81.8,40000,370000
215.0,99.0,143000,400000
69.0,47.3,70000,178000
190.0,74.0,40000,635000
145.0,117.3,9599,575000
96.1,62.1,50000,170000
259.8,126.32,61000,675000
59.0,34.2,10000,200000
320.0,147.94,110000,503000
160.0,68.1,120000,325000
146.0,118.0,110000,310000
190.0,74.0,73000,484999
110.0,88.7,15000,750000
230.0,88.5,50000,260000
142.5,56.3,76000,170000
153.0,103.5,11000,645000
114.0,84.0,60000,409999
248.0,108.5,80000,750000
180.0,63.0,200000,250000
200.0,88.8,100000,320000
113.0,81.8,4000,630000
146.0,118.0,100000,300000
59.0,37.0,100000,40000
190.0,73.9,175802,320000
330.0,140.0,102000,650000
48.0,35.0,30400,45000
59.0,37.0,100000,65000
330.0,140.0,50000,750000
213.0,157.7,68089,2000000
250.0,103.52,99000,650000
190.0,74.0,78000,700000
20.4,102.0,60000,800000
135.0,69.0,150000,150000
62.0,46.3,50000,110000
190.0,74.0,110000,320000
600.0,270.9,51000,2000000
190.0,74.0,80000,190000
145.0,104.68,110000,111000
170.0,67.06,120000,275000
510.0,165.0,110000,1700000
90.3,62.0,120000,75000
200.0,88.5,78000,650000
180.0,63.0,100000,150000
62.0,46.3,90000,45957
200.0,88.5,32000,1025000
200.0,98.6,30000,725000
99.04,68.05,50000,225000
190.0,74.0,70000,625000
219.7,88.73,76000,550000
347.0,280.0,17000,4100000
200.0,98.6,100000,600000
59.0,37.0,40000,90000
190.0,74.0,80000,540000
200.0,83.14,56832,495000
190.0,74.0,100000,400000
190.0,74.0,120000,450000
150.0,57.6,90000,145000
90.3,63.0,70000,125000
280.0,120.0,80000,891000
72.0,53.3,25000,340000
99.04,68.05,110000,147000
180.0,63.0,120000,370000
124.6,93.7,120000,172000
90.0,67.05,30000,330000
330.0,140.0,20000,1400000
280.0,120.0,100000,1100000
180.0,63.0,80000,320000
90.0,67.04,80000,290000
20.4,102.0,305000,370000
114.0,84.0,15000,550000
90.3,62.0,45000,175000
13.5,100.0,80000,150000
69.0,47.3,80000,185000
16.0,68.0,110000,90000
160.0,68.0,125000,290000
160.0,63.12,100000,420000
200.0,98.6,94000,325000
190.0,74.0,50000,520000
200.0,88.5,60000,1000000
20.4,102.0,120000,245000
24.0,110.0,60208,235000
197.0,75.0,100000,185000
195.0,62.1,142000,325000
380.0,153.86,110000,500000
101.0,73.0,20000,270000
200.0,88.8,148000,149000
360.0,152.87,20000,1150000
151.5,73.92,100000,148000
150.0,57.6,47253,195000
113.0,73.9,100000,210000
320.0,147.94,110000,503000
101.0,73.0,100000,270000
280.0,120.0,67000,745000
355.0,272.0,80000,1000000
111.8,78.9,60000,210000
195.0,62.1,135000,450000
259.9,126.2,40000,750000
200.0,100.6,79328,750000
190.0,74.0,64672,770000
6.1,35.0,48676,110000
20.0,127.0,110000,300000
160.0,68.0,100000,150000
240.0,100.0,100000,600000
69.0,47.3,35000,114999
195.0,62.1,70000,450000
190.0,74.0,82000,470000
160.0,63.1,100000,245000
200.0,100.6,120000,840000
280.0,120.0,46000,880000
6.1,35.0,57112,250999
259.8,126.32,80000,315000
620.0,261.4,22000,5500000
240.0,100.0,50000,760000
13.5,70.0,60000,100000
113.75,81.86,8000,585000
74.5,55.2,53500,219000
90.3,62.0,80000,78692
135.4,70.0,25000,250000
190.0,74.0,54723,470000
135.0,71.0,120000,90000
134.0,97.7,96000,280000
104.0,78.8,10000,600000
343.0,171.0,129627,1680000
104.0,67.05,40000,300000
114.7,81.83,70000,470000
200.0,88.8,50000,250000
110.0,88.7,56494,550000
145.0,104.68,100000,150000
350.0,150.0,2000,2475000
180.0,63.0,110000,340000
190.24,73.97,27005,575000
72.0,53.3,22000,250000
200.0,88.76,120000,600000
170.0,67.06,56000,409999
200.0,88.5,50000,940000
90.0,67.05,35000,300000
151.0,121.3,14000,1175000
200.0,98.63,27233,465000
114.0,85.8,100000,400000
200.0,98.6,72000,1000000
200.0,83.8,35000,750000
320.0,138.1,80000,270000
190.0,73.9,120000,341000
250.06,113.42,80000,550000
180.0,75.0,265000,300000
151.0,121.3,41395,950000
146.0,118.0,63000,480000
102.0,70.0,30000,400000
248.0,108.45,80000,455999
114.0,82.0,63063,465000
190.0,74.0,105000,495000
200.0,98.6,25000,600000
200.0,98.63,10000,800000
195.0,70.0,100000,620000
190.0,74.0,105000,420000
180.0,63.0,120000,400000
24.0,110.0,120000,135000
190.0,74.0,50000,650000
114.7,81.83,28451,700000
90.0,67.0,35000,420000
209.0,91.72,53000,350000
16.0,68.0,110000,155000
190.0,74.0,18500,725000
99.0,68.0,15000,425000
190.0,74.0,5000,650000
74.5,55.2,20000,350000
145.0,102.5,40000,700000
90.3,62.1,40000,125000
190.0,74.0,70000,270000
59.0,37.0,220000,70000
219.7,88.73,35000,780000
8.5,53.5,110000,70000
114.0,84.0,14000,520000
205.0,98.96,20000,1145000
200.0,84.8,90000,220000
320.0,138.1,110000,250000
113.75,81.86,54043,374000
130.0,91.1,6000,750000
240.0,108.45,50000,900000
219.7,88.8,100000,400000
20.4,102.0,120000,370000
320.0,140.0,40000,890000
470.0,197.0,35000,3200000
200.0,98.6,50000,680000
200.0,90.0,88000,110000
190.0,74.0,38817,740000
113.0,73.9,90000,240000
190.0,74.0,28832,520000
69.0,47.3,20000,330000
99.04,68.05,90000,165000
200.0,88.76,90000,600000
104.0,67.0,50000,350000
330.0,140.0,110000,750000
90.0,67.1,65000,145000
190.0,74.02,50000,650000
90.0,67.1,120000,120000
146.0,116.4,110000,450000
102.0,65.3,120000,68000
200.0,88.5,58511,950000
24.0,110.0,25000,325000
114.0,85.8,123000,328000
78.0,60.0,60000,50000
109.0,86.7,57000,475000
195.0,62.1,76000,550000
200.0,88.76,110000,497000
114.0,84.0,35000,450000
16.3,68.0,201000,55000
114.73,81.86,30000,750000
260.0,112.0,120000,325000
114.73,81.86,25000,700000
190.0,75.0,120000,260000
74.5,55.2,20000,350000
195.0,62.1,50000,430000
114.0,84.0,26300,560000
173.0,138.03,13534,1400000
259.9,126.2,52600,535000
11.5,88.2,70000,250000
151.0,121.3,9000,1025000
20.4,102.0,80000,250000
190.0,75.0,80000,100000
48.0,35.0,10000,45000
210.0,74.96,40200,445000
200.0,100.6,79328,750000
114.0,82.0,90000,400000
153.0,103.5,11000,645000
135.0,69.0,70000,150000
114.0,85.8,110000,200000
130.0,93.7,25000,560000
172.0,130.0,60000,280000
160.0,68.0,90000,170000
151.5,73.92,63000,330000
170.0,67.04,110000,411000
62.0,46.3,40000,148000
190.0,73.9,33000,450000
320.0,138.03,80000,390000
110.0,88.76,7032,779000
90.0,67.04,46357,350000
100.0,64.1,70000,181000
135.3,105.5,33400,500000
135.4,70.0,110000,160000
74.5,55.2,43755,270000
240.0,100.0,100000,220000
135.0,71.0,90000,110000
150.0,57.6,49000,135000
106.5,76.8,30000,240000
220.0,95.0,140000,350000
120.0,94.68,6000,700000
280.0,120.0,110000,900000
115.0,83.1,10000,625000
789.0,58.0,60000,120000
113.7,82.85,50000,350000
12.5,94.0,70000,120000
22.4,90.0,110000,340000
190.0,74.0,190621,300000
320.0,147.94,110000,503000
195.0,62.1,90000,400000
90.0,67.04,34000,360000
113.0,81.8,10000,509999
114.0,85.8,30000,350000
114.0,82.0,10510,520000
259.8,126.32,88000,520000
59.0,34.2,40000,220000
114.0,85.8,112048,380000
116.0,90.0,35000,225000
90.3,62.0,60000,114999
113.0,81.8,5000,550000
190.0,74.0,70000,750000
200.0,88.5,115962,450000
200.0,98.6,30000,500000
177.5,147.5,48000,700000
109.0,86.8,110000,229999
90.3,62.0,30000,150000
114.0,82.0,10510,520000
99.04,68.05,100000,180000
190.0,74.0,100000,580000
280.0,120.0,52269,1100000
132.0,88.73,35000,509999
380.0,174.57,10000,2700000
320.0,138.1,70000,185000
190.0,74.02,7673,825000
195.0,62.1,120000,530000
135.0,71.0,80000,100000
90.0,67.1,110000,196000
96.0,72.0,5000,600000
99.04,68.05,45000,351000
74.5,55.2,49500,198000
90.0,67.05,28481,260000
140.0,88.7,50000,360000
259.9,126.2,90000,1025000
200.0,88.5,57000,650000
14.9,101.0,60000,210000
