name,year,selling_price,seats,owner,transmission,torque,Present_Price,km_driven,seller_type,mileage,engine,max_power,fuel,name_encoded,seller_type_encoded,transmission_encoded,fuel_encoded
Toyota Innova 2.5 G (Diesel) 8 Seater,2015,850000.0,8.0,First Owner,Manual,200.0,,100000,Individual,12.99,2494.0,100.6,Diesel,2357,1,1,1
Jaguar XF 3.0 Litre S Premium Luxury,2016,3500000.0,5.0,First Owner,Automatic,600.0,,35000,Individual,14.74,2993.0,270.9,Diesel,998,1,0,1
Volkswagen Vento Diesel Highline,2012,280000.0,5.0,1,Manual,250.0,,120000,Individual,20.54,1598.0,103.6,Diesel,2488,1,1,1
Mahindra TUV 300 T10,2018,775000.0,7.0,1,Manual,240.0,,50000,Individual,18.49,1493.0,100.0,Diesel,1223,1,1,1
Hyundai Verna 1.6 SX,2012,420000.0,5.0,1,Manual,259.8,,100000,Individual,22.32,1582.0,126.32,Diesel,829,1,1,1
Honda City 1.5 V MT Exclusive,2010,310000.0,5.0,1,Manual,146.0,,91000,Individual,17.0,1497.0,118.0,Petrol,528,1,1,4
Jeep Compass 2.0 Longitude Option BSIV,2017,1550000.0,5.0,First Owner,Manual,350.0,,50000,Individual,17.1,1956.0,170.0,Diesel,1012,1,1,1
Fiat Linea 1.3 Multijet Active,2015,375000.0,5.0,First Owner,Manual,209.0,,67000,Individual,20.4,1248.0,91.7,Diesel,238,1,1,1
Hyundai Grand i10 Sportz,2015,500000.0,5.0,First Owner,Manual,114.0,,40000,Individual,18.9,1197.0,82.0,Petrol,742,1,1,4
Maruti Ritz ZDi,2013,300000.0,5.0,1,Manual,190.0,,100000,Individual,23.2,1248.0,73.94,Diesel,1543,1,1,1
Honda City 2017-2020 GXi,2008,155000.0,5.0,1,Manual,12.7,,120000,Individual,17.7,1497.0,78.0,Petrol,531,1,1,4
Maruti Swift Dzire LDI,2013,350000.0,5.0,First Owner,Manual,190.0,,185000,Individual,23.4,1248.0,74.0,Diesel,1600,1,1,1
Mahindra XUV500 AT W6 2WD,2016,950000.0,7.0,2,Automatic,330.0,,75000,Individual,16.0,2179.0,140.0,Diesel,1262,1,0,1
Hyundai Grand i10 CRDi Magna,2015,350000.0,5.0,2,Manual,160.0,,80000,Individual,24.0,1120.0,70.0,Diesel,732,1,1,1
Isuzu D-Max V-Cross Z Prestige,2019,1900000.0,5.0,First Owner,Automatic,350.0,,30000,Individual,12.4,1999.0,147.9,Diesel,992,1,0,1
Tata Nexon 1.2 Revotron XM,2020,537000.0,5.0,First Owner,Manual,170.0,,5000,Individual,17.0,1198.0,108.5,Petrol,2174,1,1,4
Volkswagen Polo 2015-2019 1.0 MPI Comfortline,2019,585000.0,5.0,First Owner,Manual,95.0,,10000,Individual,18.78,999.0,75.0,Petrol,2456,1,1,4
Hyundai Santro LP - Euro II,2002,56000.0,,First Owner,Manual,,,60000,Individual,,,,Petrol,762,1,1,4
Maruti Ertiga VDI,2012,350000.0,7.0,First Owner,Manual,200.0,,140000,Individual,20.77,1248.0,88.76,Diesel,1473,1,1,1
Hyundai Elite i20 Sportz Plus BSIV,2019,700000.0,5.0,First Owner,Manual,117.0,,19000,Individual,18.6,1197.0,81.86,Petrol,699,1,1,4
Maruti Ertiga SHVS VDI,2017,849000.0,7.0,First Owner,Manual,200.0,,44600,Dealer,24.52,1248.0,88.5,Diesel,1470,0,1,1
Volkswagen Polo GT TSI BSIV,2014,574000.0,5.0,First Owner,Automatic,175.0,,28080,Dealer,0.0,1197.0,103.25,Petrol,2468,0,0,4
Hyundai i20 Magna 1.2,2014,484999.0,5.0,First Owner,Manual,114.7,,28800,Dealer,18.6,1197.0,81.83,Petrol,978,0,1,4
Renault KWID RXT,2018,360000.0,5.0,First Owner,Manual,72.0,,21900,Dealer,20.71,799.0,53.26,Petrol,1904,0,1,4
Volkswagen Polo GT TSI BSIV,2014,575000.0,5.0,First Owner,Automatic,175.0,,28100,Dealer,0.0,1197.0,103.25,Petrol,2468,0,0,4
Honda City i DTEC S,2014,550000.0,5.0,1,Manual,200.0,,110000,Individual,26.0,1498.0,98.6,Diesel,544,1,1,1
Hyundai i20 Asta 1.4 CRDi,2016,700000.0,5.0,First Owner,Manual,219.7,,100000,Individual,22.54,1396.0,88.73,Diesel,967,1,1,1
Maruti Swift Dzire AMT VDI,2019,825000.0,5.0,First Owner,Automatic,190.0,,7673,Individual,28.4,1248.0,74.02,Diesel,1592,1,0,1
Tata Manza Aqua Safire,2009,150000.0,5.0,1,Manual,116.0,,75000,Individual,15.0,1368.0,90.0,Petrol,2121,1,1,4
Maruti Swift Dzire AMT ZDI Plus,2018,851000.0,5.0,First Owner,Automatic,190.0,,50000,Individual,28.4,1248.0,74.02,Diesel,1596,1,0,1
Hyundai Verna 1.4 VTVT,2014,550000.0,5.0,First Owner,Manual,135.3,,40000,Individual,17.43,1396.0,105.5,Petrol,819,1,1,4
Maruti Ertiga SHVS VDI,2016,890000.0,7.0,First Owner,Manual,200.0,,40000,Individual,24.52,1248.0,88.5,Diesel,1470,1,1,1
Hyundai i20 1.2 Magna,2012,265000.0,5.0,1,Manual,11.4,,100000,Individual,18.5,1197.0,80.0,Petrol,923,1,1,4
Mahindra Scorpio 1.99 S10,2014,900000.0,7.0,First Owner,Manual,280.0,,110000,Individual,15.4,1997.0,120.0,Diesel,1145,1,1,1
Chevrolet Beat Diesel LS,2013,210000.0,5.0,First Owner,Manual,150.0,,96272,Individual,25.44,936.0,57.6,Diesel,104,1,1,1
BMW 3 Series 320d Prestige,2015,1650000.0,5.0,First Owner,Automatic,380.0,,74000,Individual,18.88,1995.0,184.0,Diesel,48,1,0,1
Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,2011,750000.0,7.0,1,Manual,20.4,,168000,Individual,12.8,2494.0,102.0,Diesel,2352,1,1,1
Ford Aspire Titanium BSIV,2019,675000.0,5.0,First Owner,Manual,120.0,,7000,Individual,19.4,1194.0,94.93,Petrol,260,1,1,4
Hyundai i20 Active 1.4 SX with AVN,2017,715000.0,5.0,First Owner,Manual,219.66,,60000,Individual,21.19,1396.0,88.73,Diesel,957,1,1,1
Tata Indigo CS eVX,2013,227999.0,5.0,1,Manual,140.0,,60000,Individual,25.0,1396.0,69.01,Diesel,2098,1,1,1
Maruti Wagon R VXI BS IV,2015,400000.0,5.0,First Owner,Manual,90.0,,22500,Individual,20.51,998.0,67.04,Petrol,1721,1,1,4
Maruti Vitara Brezza ZDi AMT,2020,925000.0,5.0,First Owner,Automatic,200.0,,7400,Individual,24.3,1248.0,88.5,Diesel,1680,1,0,1
Maruti Swift Dzire VXi,2011,275000.0,5.0,2,Manual,114.0,,70000,Individual,17.5,1298.0,85.8,Petrol,1617,1,1,4
Maruti Wagon R LXI Minor,2009,175000.0,5.0,First Owner,Manual,84.0,,67000,Individual,18.9,1061.0,67.0,Petrol,1708,1,1,4
Ford Fusion 1.4 TDCi Diesel,2009,155000.0,5.0,2,Manual,16.0,,110000,Individual,17.7,1399.0,68.0,Diesel,416,1,1,1
Maruti SX4 VDI,2012,325000.0,5.0,1,Manual,200.0,,175000,Individual,21.5,1248.0,88.8,Diesel,1563,1,1,1
Tata Indica V2 DiCOR DLG BS-III,2008,50000.0,5.0,2,Manual,14.3,,120000,Individual,17.5,1396.0,70.0,Diesel,2045,1,1,1
Hyundai Verna 1.6 SX CRDi (O),2014,645000.0,5.0,First Owner,Manual,259.8,,150360,Individual,22.32,1582.0,126.32,Diesel,831,1,1,1
Tata Tigor 1.05 Revotorq XZ,2017,597000.0,5.0,First Owner,Manual,140.0,,15000,Individual,24.7,1047.0,69.0,Diesel,2244,1,1,1
Renault KWID AMT,2018,400000.0,5.0,1,Automatic,91.0,,30000,Individual,24.04,999.0,67.0,Petrol,1894,1,0,4
Maruti Swift Vdi BSIII,2009,300000.0,5.0,First Owner,Manual,190.0,,150000,Individual,17.8,1248.0,75.0,Diesel,1661,1,1,1
Maruti Swift VDI BSIV,2015,573000.0,5.0,1,Manual,190.0,,100000,Individual,25.2,1248.0,74.0,Diesel,1643,1,1,1
Maruti Alto K10 LXI,2011,180000.0,5.0,First Owner,Manual,90.0,,70000,Individual,20.92,998.0,67.1,Petrol,1351,1,1,4
Tata Nano Lx,2011,70000.0,4.0,First Owner,Manual,4.8,,40000,Individual,26.0,624.0,35.0,Petrol,2145,1,1,4
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2008,500000.0,8.0,2,Manual,20.4,,154000,Individual,12.8,2494.0,102.0,Diesel,2358,1,1,1
Hyundai Accent GLS 1.6 ABS,2004,110000.0,5.0,1,Manual,12.5,,110000,Individual,14.4,1599.0,94.0,Petrol,630,1,1,4
Maruti Ertiga VDI,2013,450000.0,7.0,1,Manual,200.0,,120000,Individual,20.77,1248.0,88.76,Diesel,1473,1,1,1
Tata Sumo Gold GX,2013,310000.0,7.0,First Owner,Manual,250.0,,145000,Individual,15.3,2956.0,83.83,Diesel,2208,1,1,1
Mahindra KUV 100 D75 K8,2017,400000.0,6.0,First Owner,Manual,190.0,,30000,Individual,25.32,1198.0,77.0,Diesel,1099,1,1,1
Maruti Swift ZDi,2014,390000.0,5.0,1,Manual,190.0,,90000,Individual,22.9,1248.0,74.0,Diesel,1665,1,1,1
Mahindra Scorpio 1.99 S4,2016,741000.0,7.0,First Owner,Manual,280.0,,70000,Individual,15.4,1997.0,120.0,Diesel,1147,1,1,1
Hyundai i20 1.4 CRDi Sportz,2012,330000.0,5.0,1,Manual,22.4,,40000,Individual,23.0,1396.0,90.0,Diesel,934,1,1,1
Mahindra Scorpio SLE BSIV,2010,300000.0,8.0,2,Manual,290.0,,166000,Individual,12.05,2179.0,120.0,Diesel,1198,1,1,1
Hyundai i10 Sportz,2011,215000.0,5.0,2,Manual,111.8,,100000,Individual,20.36,1197.0,78.9,Petrol,912,1,1,4
Maruti Wagon R LXI Minor,2009,150000.0,5.0,2,Manual,84.0,,75000,Individual,18.9,1061.0,67.0,Petrol,1708,1,1,4
Hyundai EON Era,2013,250000.0,5.0,First Owner,Manual,74.5,,42130,Individual,21.1,814.0,55.2,Petrol,664,1,1,4
Maruti Ritz LXI,2010,180000.0,5.0,1,Manual,114.0,,53000,Individual,21.1,1197.0,85.8,Petrol,1535,1,1,4
Maruti Zen LXI,2006,150000.0,5.0,1,Manual,78.0,,106000,Individual,17.3,993.0,60.0,Petrol,1752,1,1,4
Toyota Corolla DX,2005,275000.0,5.0,1,Manual,16.1,,96000,Individual,13.4,1794.0,125.0,Petrol,2296,1,1,4
Maruti Baleno Sigma,2019,556000.0,5.0,First Owner,Manual,113.0,,10000,Individual,21.01,1197.0,81.8,Petrol,1381,1,1,4
Maruti Swift Dzire VXI Optional,2016,550000.0,5.0,First Owner,Manual,115.0,,37000,Individual,20.85,1197.0,83.14,Petrol,1616,1,1,4
Mahindra XUV500 AT W9 2WD,2018,1500000.0,7.0,First Owner,Automatic,330.0,,20000,Individual,16.0,2179.0,138.0,Diesel,1264,1,0,1
Toyota Etios Liva 1.2 V Dual Tone,2017,549000.0,5.0,First Owner,Manual,104.0,,35000,Individual,17.71,1197.0,78.9,Petrol,2312,1,1,4
Hyundai i20 2015-2017 Asta 1.2,2016,630000.0,5.0,First Owner,Manual,114.7,,50000,Individual,18.6,1197.0,81.83,Petrol,939,1,1,4
Mahindra Bolero Pik-Up FB 1.7T,2020,679000.0,2.0,First Owner,Manual,200.0,,5000,Individual,0.0,2523.0,70.0,Diesel,1071,1,1,1
Maruti Swift 1.3 ZXI,2011,320000.0,,First Owner,Manual,,,85000,Individual,,,,Petrol,1580,1,1,4
Hyundai Creta 1.6 CRDi SX,2017,1125000.0,5.0,1,Manual,259.9,,47000,Individual,19.67,1582.0,126.2,Diesel,642,1,1,1
Maruti Baleno Alpha 1.3,2017,680000.0,5.0,First Owner,Manual,190.0,,71000,Individual,27.39,1248.0,74.0,Diesel,1370,1,1,1
Honda City i-DTEC ZX,2017,1050000.0,5.0,First Owner,Manual,200.0,,50000,Individual,25.6,1498.0,97.9,Diesel,565,1,1,1
Tata Zest Quadrajet 1.3 XMS,2015,450000.0,5.0,First Owner,Manual,200.0,,57000,Individual,23.0,1248.0,88.7,Diesel,2267,1,1,1
Maruti Wagon R VXI BS IV,2010,210000.0,5.0,First Owner,Manual,90.0,,43000,Individual,18.9,998.0,67.1,Petrol,1721,1,1,4
Maruti Swift Dzire VDI,2014,470000.0,5.0,First Owner,Manual,190.0,,60000,Individual,23.4,1248.0,74.0,Diesel,1610,1,1,1
Maruti Swift Dzire VXI,2014,470000.0,5.0,First Owner,Manual,114.0,,60000,Individual,19.1,1197.0,85.8,Petrol,1613,1,1,4
Hyundai i20 Asta 1.4 CRDi,2015,550000.0,5.0,First Owner,Manual,219.7,,40000,Individual,22.54,1396.0,88.73,Diesel,967,1,1,1
Maruti A-Star Vxi,2011,204999.0,5.0,First Owner,Manual,90.0,,60000,Individual,19.0,998.0,66.1,Petrol,1327,1,1,4
Honda City i VTEC CVT VX,2015,950000.0,5.0,First Owner,Automatic,145.0,,30000,Individual,18.0,1497.0,117.3,Petrol,554,1,0,4
Hyundai i20 Asta Option 1.4 CRDi,2015,550000.0,5.0,1,Manual,219.7,,160000,Individual,22.54,1396.0,88.73,Diesel,970,1,1,1
Toyota Innova 2.5 E Diesel PS 7-Seater,2007,270000.0,7.0,1,Manual,20.4,,147500,Individual,12.8,2494.0,102.0,Diesel,2349,1,1,1
Volkswagen Polo Diesel Trendline 1.2L,2013,280000.0,5.0,2,Manual,180.0,,90000,Individual,22.07,1199.0,73.9,Diesel,2464,1,1,1
Maruti Ciaz ZDi Plus SHVS,2015,630000.0,5.0,1,Manual,200.0,,70000,Individual,28.09,1248.0,88.5,Diesel,1439,1,1,1
Honda City 2017-2020 EXi,2007,220000.0,5.0,First Owner,Manual,12.7,,70000,Individual,17.7,1497.0,78.0,Petrol,530,1,1,4
Mahindra Xylo D4,2014,320000.0,7.0,First Owner,Manual,218.0,,120000,Individual,14.95,2489.0,93.7,Diesel,1291,1,1,1
Hyundai EON Era Plus,2013,225000.0,5.0,1,Manual,74.5,,75000,Individual,21.1,814.0,55.2,Petrol,665,1,1,4
Honda City 1.5 V MT,2010,380000.0,5.0,1,Manual,146.0,,85000,Individual,17.0,1497.0,118.0,Petrol,527,1,1,4
Maruti Swift Dzire VDi,2012,380000.0,5.0,2,Manual,190.0,,70000,Individual,19.3,1248.0,73.9,Diesel,1612,1,1,1
Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000.0,5.0,First Owner,Manual,250.0,,29000,Individual,22.0,1498.0,108.495,Diesel,2424,1,1,1
Ford Endeavour 2.5L 4X2 MT,2014,620000.0,7.0,1,Manual,330.0,,40000,Individual,13.1,2499.0,141.0,Diesel,317,1,1,1
Hyundai Verna SX CRDi AT,2012,500000.0,5.0,First Owner,Automatic,259.8,,90000,Individual,19.08,1582.0,126.32,Diesel,858,1,0,1
Mahindra TUV 300 T8 AMT,2015,700000.0,7.0,First Owner,Automatic,230.0,,40000,Individual,18.49,1493.0,100.0,Diesel,1230,1,0,1
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2015,550000.0,5.0,First Owner,Manual,205.0,,138000,Individual,22.77,1498.0,98.59,Diesel,287,1,1,1
Maruti Swift VDI Optional,2016,600000.0,5.0,First Owner,Manual,190.0,,70000,Individual,25.2,1248.0,74.0,Diesel,1646,1,1,1
Volkswagen Ameo 1.0 MPI Comfortline,2019,550000.0,5.0,1,Manual,95.0,,30000,Individual,19.44,999.0,75.0,Petrol,2414,1,1,4
Hyundai Verna 1.6 CRDI,2013,475000.0,5.0,2,Manual,259.9,,125000,Individual,22.32,1582.0,126.3,Diesel,820,1,1,1
Honda City i DTEC S,2015,615000.0,5.0,1,Manual,200.0,,120000,Individual,26.0,1498.0,98.6,Diesel,544,1,1,1
Maruti Swift Dzire LDI,2013,385000.0,5.0,1,Manual,190.0,,180000,Individual,23.4,1248.0,74.0,Diesel,1600,1,1,1
Tata Zest Revotron 1.2T XMS,2015,500000.0,5.0,First Owner,Manual,140.0,,20000,Individual,17.57,1193.0,88.7,Petrol,2272,1,1,4
Renault Duster 85PS Diesel RxL Option,2012,450000.0,5.0,First Owner,Manual,200.0,,80000,Individual,19.87,1461.0,83.8,Diesel,1874,1,1,1
Hyundai Verna 1.6 SX CRDi (O),2013,580000.0,5.0,1,Manual,259.8,,80000,Individual,22.32,1582.0,126.32,Diesel,831,1,1,1
Toyota Platinum Etios 1.4 GXD,2017,550000.0,5.0,First Owner,Manual,170.0,,40000,Individual,23.59,1364.0,67.05,Diesel,2403,1,1,1
Honda WR-V i-VTEC S,2018,780000.0,5.0,First Owner,Manual,110.0,,30000,Individual,17.5,1199.0,88.7,Petrol,617,1,1,4
Ford Fiesta 1.5 TDCi Titanium,2014,500000.0,5.0,First Owner,Manual,204.0,,80000,Individual,25.01,1498.0,89.75,Diesel,342,1,1,1
Skoda Laura Ambiente 2.0 TDI CR MT,2011,270000.0,5.0,1,Manual,250.0,,140000,Individual,20.0,1968.0,108.5,Diesel,1946,1,1,1
Maruti Swift Dzire VDI,2017,755000.0,5.0,First Owner,Manual,190.0,,20000,Individual,28.4,1248.0,74.02,Diesel,1610,1,1,1
Hyundai i20 Active SX Diesel,2016,651000.0,5.0,First Owner,Manual,219.66,,42323,Dealer,21.19,1396.0,88.76,Diesel,961,0,1,1
BMW X1 sDrive20d M Sport,2011,1075000.0,5.0,First Owner,Automatic,400.0,,42545,Dealer,19.62,1998.0,190.0,Diesel,70,0,0,1
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2016,690000.0,5.0,First Owner,Manual,200.0,,32000,Dealer,25.1,1248.0,88.5,Diesel,1546,0,1,1
Maruti Swift Dzire VDI Optional,2017,589000.0,5.0,First Owner,Manual,190.0,,41232,Dealer,26.59,1248.0,74.0,Diesel,1611,0,1,1
Mahindra Bolero B4,2015,445000.0,7.0,First Owner,Manual,210.0,,40200,Dealer,21.0,1498.0,74.96,Diesel,1057,0,1,1
Ford Ecosport Sports Diesel,2013,475000.0,5.0,1,Manual,215.0,,48000,Dealer,21.7,1498.0,98.96,Diesel,312,0,1,1
Honda Amaze E Diesel BSIV,2014,465000.0,5.0,First Owner,Manual,200.0,,27233,Dealer,27.4,1498.0,98.63,Diesel,451,0,1,1
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2005,310000.0,8.0,1,Manual,20.4,,200000,Individual,12.8,2494.0,102.0,Diesel,2358,1,1,1
Tata Sumo EX,2016,445000.0,9.0,First Owner,Manual,250.0,,63000,Dealer,15.3,2956.0,83.8,Diesel,2197,0,1,1
Mahindra Bolero B4,2015,445000.0,7.0,First Owner,Manual,210.0,,62000,Dealer,21.0,1498.0,74.96,Diesel,1057,0,1,1
Tata New Safari 3L Dicor LX 4x2,2012,450000.0,7.0,First Owner,Manual,320.0,,68240,Dealer,13.93,2956.0,138.1,Diesel,2156,0,1,1
Mahindra Scorpio 1.99 S10 4WD,2008,450000.0,7.0,First Owner,Manual,280.0,,78000,Dealer,15.4,1997.0,120.0,Diesel,1146,0,1,1
Maruti Swift VDI BSIV,2017,525000.0,5.0,1,Manual,190.0,,38000,Dealer,25.2,1248.0,74.0,Diesel,1643,0,1,1
Maruti Wagon R VXI,2010,200000.0,5.0,First Owner,Manual,90.0,,35000,Dealer,18.9,998.0,67.1,Petrol,1715,0,1,4
Maruti Swift Dzire LXI,2018,611000.0,5.0,First Owner,Manual,114.0,,9000,Dealer,19.1,1197.0,85.8,Petrol,1604,0,1,4
Hyundai Creta 1.6 CRDi Anniversary Edition,2016,819999.0,5.0,First Owner,Manual,259.9,,39000,Dealer,19.67,1582.0,126.2,Diesel,641,0,1,1
Hyundai Creta 1.4 CRDi S,2016,825000.0,5.0,First Owner,Manual,219.7,,39000,Dealer,21.38,1396.0,88.7,Diesel,635,0,1,1
Ford Ecosport 1.5 Diesel Titanium,2015,599000.0,5.0,First Owner,Manual,215.0,,92651,Dealer,21.7,1498.0,98.96,Diesel,302,0,1,1
Maruti Swift LXi BSIV,2018,490000.0,5.0,First Owner,Manual,113.0,,28000,Dealer,16.1,1197.0,85.0,Petrol,1637,0,1,4
Hyundai EON Magna Plus,2017,340000.0,5.0,First Owner,Manual,74.5,,30000,Individual,21.1,814.0,55.2,Petrol,672,1,1,4
Mercedes-Benz E-Class E350 Petrol,2009,1000000.0,5.0,2,Automatic,355.0,,80000,Individual,10.93,3498.0,272.0,Petrol,1777,1,0,4
Hyundai Creta 1.6 CRDi SX,2018,1237000.0,5.0,First Owner,Manual,259.9,,46000,Individual,19.67,1582.0,126.2,Diesel,642,1,1,1
Volkswagen Polo Diesel Highline 1.2L,2013,350000.0,5.0,1,Manual,180.0,,70000,Individual,22.07,1199.0,73.9,Diesel,2463,1,1,1
Maruti 800 Std,2000,31000.0,4.0,3,Manual,59.0,,56194,Individual,16.1,796.0,37.0,Petrol,1320,1,1,4
Maruti Swift ZXI Plus,2018,695000.0,5.0,First Owner,Manual,113.0,,40000,Individual,22.0,1197.0,81.8,Petrol,1672,1,1,4
Maruti Alto 800 VXI,2015,270000.0,5.0,First Owner,Manual,69.0,,40000,Individual,22.74,796.0,47.3,Petrol,1342,1,1,4
Maruti Ertiga SHVS VDI,2016,790000.0,7.0,First Owner,Manual,200.0,,120000,Individual,24.52,1248.0,88.5,Diesel,1470,1,1,1
Maruti Swift VDI Optional,2016,590000.0,5.0,First Owner,Manual,190.0,,120000,Individual,25.2,1248.0,74.0,Diesel,1646,1,1,1
Maruti Swift Dzire AMT VXI,2017,635000.0,5.0,First Owner,Automatic,113.0,,120000,Individual,21.21,1197.0,81.8,Petrol,1593,1,0,4
Mahindra Bolero 2011-2019 ZLX,2015,540000.0,7.0,1,Manual,195.0,,110000,Individual,15.96,2523.0,62.1,Diesel,1053,1,1,1
Renault Pulse RxZ,2012,265000.0,5.0,1,Manual,160.0,,67000,Individual,23.08,1461.0,63.12,Diesel,1918,1,1,1
Maruti Swift Dzire ZDI,2014,600000.0,5.0,First Owner,Manual,190.0,,50000,Individual,23.4,1248.0,74.0,Diesel,1620,1,1,1
Hyundai Verna 1.6 CRDI,2012,409999.0,5.0,1,Manual,259.9,,100000,Individual,22.32,1582.0,126.3,Diesel,820,1,1,1
Toyota Etios GD,2015,525000.0,5.0,1,Manual,170.0,,80000,Individual,23.59,1364.0,67.05,Diesel,2308,1,1,1
Ford Figo Diesel EXI Option,2011,150000.0,5.0,First Owner,Manual,160.0,,50000,Individual,18.5,1399.0,68.0,Diesel,392,1,1,1
Maruti Esteem Lxi - BSIII,2007,55000.0,5.0,2,Manual,110.0,,70000,Individual,15.9,1298.0,85.0,Petrol,1491,1,1,4
Maruti Omni 5 Seater BSIV,2011,130000.0,5.0,1,Manual,6.1,,70000,Individual,14.0,796.0,35.0,Petrol,1517,1,1,4
Maruti Vitara Brezza ZDi Plus Dual Tone,2017,925000.0,5.0,First Owner,Manual,200.0,,50000,Individual,24.3,1248.0,88.5,Diesel,1684,1,1,1
Renault Lodgy 85PS RxE 7 Seater,2017,690000.0,7.0,1,Manual,200.0,,65000,Individual,21.04,1461.0,83.8,Diesel,1909,1,1,1
Maruti Ertiga VDI,2012,560000.0,7.0,1,Manual,200.0,,200000,Individual,20.77,1248.0,88.76,Diesel,1473,1,1,1
Maruti Ciaz Zeta Diesel,2018,950000.0,5.0,First Owner,Manual,200.0,,7500,Individual,28.09,1248.0,88.5,Diesel,1445,1,1,1
Renault Lodgy 85PS RxE 7 Seater,2017,695000.0,7.0,1,Manual,200.0,,65000,Individual,21.04,1461.0,83.8,Diesel,1909,1,1,1
Maruti Swift VXI,2013,450000.0,5.0,1,Manual,114.0,,35000,Individual,18.6,1197.0,85.8,Petrol,1651,1,1,4
BMW 5 Series 530d,2013,2000000.0,5.0,First Owner,Automatic,51.0,,60000,Individual,16.2,2993.0,235.0,Diesel,60,1,0,1
Maruti Swift VXi BSIV,2009,229999.0,5.0,First Owner,Manual,113.0,,71000,Individual,16.1,1197.0,85.0,Petrol,1660,1,1,4
Maruti Alto K10 LXI,2017,300000.0,5.0,First Owner,Manual,90.0,,30000,Individual,23.95,998.0,67.05,Petrol,1351,1,1,4
Maruti Alto LXi,2012,200000.0,5.0,1,Manual,62.0,,50000,Individual,19.7,796.0,46.3,Petrol,1362,1,1,4
Mercedes-Benz New C-Class C 220 CDI Elegance AT,2008,725000.0,5.0,1,Automatic,400.0,,80000,Individual,14.84,2143.0,170.0,Diesel,1799,1,0,1
Nissan Micra XV,2011,235000.0,5.0,1,Manual,104.0,,90000,Individual,18.06,1198.0,75.0,Petrol,1833,1,1,4
Hyundai i20 2015-2017 Sportz 1.2,2017,666000.0,5.0,First Owner,Manual,114.7,,13000,Individual,18.6,1197.0,81.83,Petrol,945,1,1,4
Maruti 800 AC,2000,65000.0,4.0,2,Manual,59.0,,100000,Individual,16.1,796.0,37.0,Petrol,1308,1,1,4
Hyundai Santro Xing XG,2004,85000.0,,2,Manual,,,80000,Individual,,,,Petrol,784,1,1,4
Honda WR-V i-DTEC VX,2018,834000.0,5.0,First Owner,Manual,200.0,,30000,Individual,25.5,1498.0,98.6,Diesel,616,1,1,1
Mahindra Bolero 2011-2019 SLX,2012,430000.0,7.0,First Owner,Manual,195.0,,120000,Individual,15.96,2523.0,62.1,Diesel,1050,1,1,1
Maruti Swift Vdi BSIII,2010,360000.0,5.0,1,Manual,190.0,,120000,Individual,17.8,1248.0,75.0,Diesel,1661,1,1,1
Hyundai EON Era Plus,2014,240000.0,5.0,First Owner,Manual,74.5,,70000,Individual,21.1,814.0,55.2,Petrol,665,1,1,4
Maruti Swift VDI Deca,2016,210000.0,5.0,First Owner,Manual,190.0,,210000,Individual,25.2,1248.0,74.0,Diesel,1645,1,1,1
Tata Indigo eCS LE TDI BSIII,2010,135000.0,5.0,1,Manual,135.0,,148000,Individual,19.09,1396.0,69.0,Diesel,2114,1,1,1
Mahindra TUV 300 T6 Plus,2017,700000.0,7.0,First Owner,Manual,240.0,,54188,Individual,18.49,1493.0,100.0,Diesel,1228,1,1,1
Mahindra TUV 300 T6 Plus,2017,750000.0,7.0,First Owner,Manual,240.0,,60000,Individual,18.49,1493.0,100.0,Diesel,1228,1,1,1
Skoda Rapid 1.6 TDI Elegance,2012,425000.0,5.0,First Owner,Manual,250.0,,90000,Individual,20.5,1598.0,103.5,Diesel,1987,1,1,1
Chevrolet Beat LT,2011,150000.0,5.0,2,Manual,108.0,,100000,Individual,18.6,1199.0,79.4,Petrol,109,1,1,4
Datsun GO T BSIV,2014,225000.0,5.0,First Owner,Manual,104.0,,35000,Individual,20.63,1198.0,67.0,Petrol,207,1,1,4
Renault KWID Climber 1.0 MT,2017,330000.0,5.0,First Owner,Manual,91.0,,20000,Individual,23.01,999.0,67.0,Petrol,1898,1,1,4
Maruti Omni LPG CARGO BSIII W IMMOBILISER,2007,54000.0,5.0,1,Manual,57.0,,144000,Individual,10.9,796.0,32.8,LPG,1526,1,1,3
Hyundai Grand i10 AT Sportz,2014,374000.0,5.0,First Owner,Automatic,113.75,,54043,Dealer,18.9,1197.0,81.86,Petrol,726,0,0,4
Hyundai Verna 1.6 SX CRDI (O) AT,2012,549000.0,5.0,First Owner,Automatic,259.8,,66657,Dealer,22.32,1582.0,126.32,Diesel,830,0,0,1
Tata Indigo CS LS (TDI) BS-III,2016,390000.0,5.0,1,Manual,135.0,,42000,Individual,19.09,1405.0,69.01,Diesel,2089,1,1,1
Hyundai i20 Asta Optional with Sunroof 1.2,2013,455999.0,5.0,First Owner,Manual,113.7,,35582,Dealer,18.5,1197.0,82.85,Petrol,972,0,1,4
Volkswagen Polo GT TSI,2013,453000.0,5.0,1,Automatic,175.0,,54327,Dealer,17.2,1197.0,103.6,Petrol,2467,0,0,4
